verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_constr,cmpl_det,dir_he,preposition_1,preposition_2,preposition_3,preposition_4
426477,GLH[,MT,2_Chronicles,36,20,JGL,W JGL H C>RJT MN H XRB >L BBL W JHJW LW W L BNJW L <BDJM <D MLK MLKWT PRS,W JGL H C>RJT MN H XRB >L BBL,,>L BBL,prep,det,0,>L,,,
426542,<BR[,MT,2_Chronicles,36,22,J<BR,W B CNT >XT L KWRC MLK PRS L KLWT DBR JHWH B PJ JRMJHW H<JR JHWH >T RWX KWRC MLK PRS W J<BR QWL B KL MLKWTW W GM B MKTB L >MR,W J<BR QWL B KL MLKWTW,,B KL MLKWTW,prep,det,0,B,,,
426590,<LH[,MT,2_Chronicles,36,23,J<L,KH >MR KWRC MLK PRS KL MMLKWT H >RY NTN LJ JHWH >LHJ H CMJM W HW> PQD <LJ L BNWT LW BJT B JRWCLM >CR B JHWDH MJ BKM M KL <MW JHWH >LHJW <MW W J<L,W J<L,,no complement,,,,,,,
426104,SWR[,MT,2_Chronicles,36,3,JSJRHW,W JSJRHW MLK MYRJM B JRWCLM W J<NC >T H >RY M>H KKR KSP W KKR ZHB,W JSJRHW MLK MYRJM B JRWCLM,MLK MYRJM,B JRWCLM,prep,det,0,B,,,
426143,BW>[,MT,2_Chronicles,36,4,JBJ>HW,W JMLK MLK MYRJM >T >LJQJM >XJW <L JHWDH W JRWCLM W JSB >T CMW JHWJQJM W >T JW>XZ >XJW LQX NKW W JBJ>HW MYRJMH,W JBJ>HW MYRJMH,,MYRJMH,dir_he,det,1,,,,
426169,<LH[,MT,2_Chronicles,36,6,<LH,<LJW <LH NBWKDN>YR MLK BBL W J>SRHW B NXCTJM L HLJKW BBLH,<LJW <LH NBWKDN>YR MLK BBL,NBWKDN>YR MLK BBL,<LJW,prep,det,0,<LJW,,,
426179,HLK[,MT,2_Chronicles,36,6,HLJKW,<LJW <LH NBWKDN>YR MLK BBL W J>SRHW B NXCTJM L HLJKW BBLH,L HLJKW BBLH,,BBLH,dir_he,det,1,,,,
426186,BW>[,MT,2_Chronicles,36,7,HBJ>,W M KLJ BJT JHWH HBJ> NBWKDN>YR L BBL W JTNM B HJKLW B BBL,W M KLJ BJT JHWH HBJ> NBWKDN>YR L BBL,NBWKDN>YR,M KLJ BJT JHWH,prep,det,0,M,,,
426186,BW>[,MT,2_Chronicles,36,7,HBJ>,W M KLJ BJT JHWH HBJ> NBWKDN>YR L BBL W JTNM B HJKLW B BBL,W M KLJ BJT JHWH HBJ> NBWKDN>YR L BBL,NBWKDN>YR,L BBL,prep,det,0,L,,,
408281,NWX[,MT,2_Chronicles,4,8,JNX,W J<F CLXNWT <FRH W JNX B HJKL XMCH M JMJN W XMCH M FM>WL W J<F MZRQJ ZHB M>H,W JNX B HJKL XMCH M JMJN,,M JMJN,prep,det,0,M,,,
408605,BW>[,MT,2_Chronicles,5,1,JB>,W TCLM KL H ML>KH >CR <FH CLMH L BJT JHWH W JB> CLMH >T QDCJ DWJD >BJW W >T H KSP W >T H ZHB W >T KL H KLJM NTN B >YRWT BJT H >LHJM,W JB> CLMH >T QDCJ DWJD >BJW,CLMH,no complement,,,,,,,
408836,JY>[,MT,2_Chronicles,5,10,Y>TM,>JN B >RWN RQ CNJ H LXWT >CR NTN MCH B XRB >CR KRT JHWH <M BNJ JFR>L B Y>TM M MYRJM,B Y>TM M MYRJM,,M MYRJM,prep,det,0,M,,,
408842,JY>[,MT,2_Chronicles,5,11,Y>T,W JHJ B Y>T H KHNJM MN H QDC KJ KL H KHNJM H NMY>JM HTQDCW >JN L CMWR L MXLQWT,B Y>T H KHNJM MN H QDC,H KHNJM,MN H QDC,prep,det,0,MN,,,
408631,QHL[,MT,2_Chronicles,5,2,JQHJL,>Z JQHJL CLMH >T ZQNJ JFR>L W >T KL R>CJ H MVWT NFJ>J H >BWT L BNJ JFR>L >L JRWCLM L H<LWT >T >RWN BRJT JHWH M <JR DWJD HJ> YJWN,>Z JQHJL CLMH >T ZQNJ JFR>L W >T KL R>CJ H MVWT NFJ>J H >BWT L BNJ JFR>L >L JRWCLM,CLMH,>L JRWCLM,prep,det,0,>L,,,
408651,<LH[,MT,2_Chronicles,5,2,H<LWT,>Z JQHJL CLMH >T ZQNJ JFR>L W >T KL R>CJ H MVWT NFJ>J H >BWT L BNJ JFR>L >L JRWCLM L H<LWT >T >RWN BRJT JHWH M <JR DWJD HJ> YJWN,L H<LWT >T >RWN BRJT JHWH M <JR DWJD,,M <JR DWJD,prep,det,0,M,,,
408662,QHL[,MT,2_Chronicles,5,3,JQHLW,W JQHLW >L H MLK KL >JC JFR>L B XG HW> H XDC H CB<J,W JQHLW >L H MLK KL >JC JFR>L B XG,KL >JC JFR>L,>L H MLK,prep,det,0,>L,,,
408678,BW>[,MT,2_Chronicles,5,4,JB>W,W JB>W KL ZQNJ JFR>L W JF>W H LWJM >T H >RWN,W JB>W KL ZQNJ JFR>L,KL ZQNJ JFR>L,no complement,,,,,,,
408690,<LH[,MT,2_Chronicles,5,5,J<LW,W J<LW >T H >RWN W >T >HL MW<D W >T KL KLJ H QDC >CR B >HL H<LW >TM H KHNJM H LWJM,W J<LW >T H >RWN W >T >HL MW<D W >T KL KLJ H QDC,,no complement,,,,,,,
408708,<LH[,MT,2_Chronicles,5,5,H<LW,W J<LW >T H >RWN W >T >HL MW<D W >T KL KLJ H QDC >CR B >HL H<LW >TM H KHNJM H LWJM,H<LW >TM H KHNJM H LWJM,H KHNJM H LWJM,no complement,,,,,,,
408742,BW>[,MT,2_Chronicles,5,7,JBJ>W,W JBJ>W H KHNJM >T >RWN BRJT JHWH >L MQWMW >L DBJR H BJT >L QDC H QDCJM >L TXT KNPJ H KRWBJM,W JBJ>W H KHNJM >T >RWN BRJT JHWH >L MQWMW >L DBJR H BJT >L QDC H QDCJM >L TXT KNPJ H KRWBJM,H KHNJM,>L MQWMW >L DBJR H BJT >L QDC H QDCJM >L TXT KNPJ H KRWBJM,prep,det,0,>L,>L,>L,>L
409261,HLK[,MT,2_Chronicles,6,14,HLKJM,W J>MR JHWH >LHJ JFR>L >JN KMWK >LHJM B CMJM W B >RY CMR H BRJT W H XSD L <BDJK H HLKJM L PNJK B KL LBM,H HLKJM L PNJK B KL LBM,,L PNJK,prep,det,0,L,,,
409324,HLK[,MT,2_Chronicles,6,16,LKT,W <TH JHWH >LHJ JFR>L CMR L <BDK DWJD >BJ >T >CR DBRT LW L >MR L> JKRT LK >JC M L PNJ JWCB <L KS> JFR>L RQ >M JCMRW BNJK >T DRKM L LKT B TWRTJ K >CR HLKT L PNJ,L LKT B TWRTJ,,B TWRTJ,prep,det,0,B,,,
409329,HLK[,MT,2_Chronicles,6,16,HLKT,W <TH JHWH >LHJ JFR>L CMR L <BDK DWJD >BJ >T >CR DBRT LW L >MR L> JKRT LK >JC M L PNJ JWCB <L KS> JFR>L RQ >M JCMRW BNJK >T DRKM L LKT B TWRTJ K >CR HLKT L PNJ,K >CR HLKT L PNJ,,L PNJ,prep,det,0,L,,,
409470,BW>[,MT,2_Chronicles,6,22,B>,>M JXV> >JC L R<HW W NC> BW >LH L H>LTW W B> >LH L PNJ MZBXK B BJT H ZH,W B> >LH L PNJ MZBXK B BJT H ZH,>LH,L PNJ MZBXK B BJT H ZH,prep + prep,det,0,L,B,,
409493,CWB[,MT,2_Chronicles,6,23,HCJB,W >TH TCM< MN H CMJM W <FJT W CPVT >T <BDJK L HCJB L RC< L TT DRKW B R>CW W L HYDJQ YDJQ L TT LW K YDQTW,L HCJB L RC<,,L RC<,prep,det,0,L,,,
409522,CWB[,MT,2_Chronicles,6,24,CBW,W >M JNGP <MK JFR>L L PNJ >WJB KJ JXV>W LK W CBW W HWDW >T CMK W HTPLLW W HTXNNW L PNJK B BJT H ZH,W CBW,,no complement,,,,,,,
409551,CWB[,MT,2_Chronicles,6,25,HCJBWTM,W >TH TCM< MN H CMJM W SLXT L XV>T <MK JFR>L W HCJBWTM >L H >DMH >CR NTTH LHM W L >BTJHM,W HCJBWTM >L H >DMH,,>L H >DMH,prep,det,0,>L,,,
409585,CWB[,MT,2_Chronicles,6,26,JCWBWN,B H<YR H CMJM W L> JHJH MVR KJ JXV>W LK W HTPLLW >L H MQWM H ZH W HWDW >T CMK M XV>TM JCWBWN KJ T<NM,M XV>TM JCWBWN,,M XV>TM,prep,det,0,M,,,
409609,HLK[,MT,2_Chronicles,6,27,JLKW,W >TH TCM< H CMJM W SLXT L XV>T <BDJK W <MK JFR>L KJ TWRM >L H DRK H VWBH >CR JLKW BH W NTTH MVR <L >RYK >CR NTTH L <MK L NXLH,>CR JLKW BH,,BH,prep,det,0,BH,,,
409715,HLK[,MT,2_Chronicles,6,31,LKT,LM<N JJR>WK L LKT B DRKJK KL H JMJM >CR HM XJJM <L PNJ H >DMH >CR NTTH L >BTJNW,L LKT B DRKJK KL H JMJM,,B DRKJK,prep,det,0,B,,,
409744,BW>[,MT,2_Chronicles,6,32,B>,W GM >L H NKRJ >CR L> M <MK JFR>L HW> W B> M >RY RXWQH LM<N CMK H GDWL W JDK H XZQH W ZRW<K H NVWJH W B>W W HTPLLW >L H BJT H ZH,W B> M >RY RXWQH LM<N CMK H GDWL W JDK H XZQH W ZRW<K H NVWJH,,M >RY RXWQH,prep,det,0,M,,,
409761,BW>[,MT,2_Chronicles,6,32,B>W,W GM >L H NKRJ >CR L> M <MK JFR>L HW> W B> M >RY RXWQH LM<N CMK H GDWL W JDK H XZQH W ZRW<K H NVWJH W B>W W HTPLLW >L H BJT H ZH,W B>W,,no complement,,,,,,,
409816,JY>[,MT,2_Chronicles,6,34,JY>,KJ JY> <MK L MLXMH <L >WJBJW B DRK >CR TCLXM W HTPLLW >LJK DRK H <JR H Z>T >CR BXRT BH W H BJT >CR BNJTJ L CMK,KJ JY> <MK L MLXMH <L >WJBJW B DRK,<MK,L MLXMH,prep,det,0,L,,,
409816,JY>[,MT,2_Chronicles,6,34,JY>,KJ JY> <MK L MLXMH <L >WJBJW B DRK >CR TCLXM W HTPLLW >LJK DRK H <JR H Z>T >CR BXRT BH W H BJT >CR BNJTJ L CMK,KJ JY> <MK L MLXMH <L >WJBJW B DRK,<MK,<L >WJBJW,prep,det,0,<L,,,
409885,CWB[,MT,2_Chronicles,6,37,HCJBW,W HCJBW >L LBBM B >RY >CR NCBW CM W CBW W HTXNNW >LJK B >RY CBJM L >MR XV>NW H<WJNW W RC<NW,W HCJBW >L LBBM B >RY,,>L LBBM,prep,det,0,>L,,,
409895,CWB[,MT,2_Chronicles,6,37,CBW,W HCJBW >L LBBM B >RY >CR NCBW CM W CBW W HTXNNW >LJK B >RY CBJM L >MR XV>NW H<WJNW W RC<NW,W CBW,,no complement,,,,,,,
409909,CWB[,MT,2_Chronicles,6,38,CBW,W CBW >LJK B KL LBM W B KL NPCM B >RY CBJM >CR CBW >TM W HTPLLW DRK >RYM >CR NTTH L >BWTM W H <JR >CR BXRT W L BJT >CR BNJTJ L CMK,W CBW >LJK B KL LBM W B KL NPCM B >RY CBJM,,>LJK,prep,det,0,>LJK,,,
410008,CWB[,MT,2_Chronicles,6,42,TCB,JHWH >LHJM >L TCB PNJ MCJXJK ZKRH L XSDJ DWJD <BDK,>L TCB PNJ MCJXJK,,no complement,,,,,,,
409039,JY>[,MT,2_Chronicles,6,5,HWY>TJ,MN H JWM >CR HWY>TJ >T <MJ M >RY MYRJM L> BXRTJ B <JR M KL CBVJ JFR>L L BNWT BJT L HJWT CMJ CM W L> BXRTJ B >JC L HJWT NGJD <L <MJ JFR>L,>CR HWY>TJ >T <MJ M >RY MYRJM,,M >RY MYRJM,prep,det,0,M,,,
409132,JY>[,MT,2_Chronicles,6,9,JWY>,RQ >TH L> TBNH H BJT KJ BNK H JWY> M XLYJK HW> JBNH H BJT L CMJ,H JWY> M XLYJK,,M XLYJK,prep,det,0,M,,,
410025,JRD[,MT,2_Chronicles,7,1,JRDH,W K KLWT CLMH L HTPLL W H >C JRDH M H CMJM W T>KL H <LH W H ZBXJM W KBWD JHWH ML> >T H BJT,W H >C JRDH M H CMJM,H >C,M H CMJM,prep,det,0,M,,,
410319,BW>[,MT,2_Chronicles,7,11,B>,W JKL CLMH >T BJT JHWH W >T BJT H MLK W >T KL H B> <L LB CLMH L <FWT B BJT JHWH W B BJTW HYLJX,H B> <L LB CLMH,,<L LB CLMH,prep,det,0,<L,,,
410393,CWB[,MT,2_Chronicles,7,14,JCBW,W JKN<W <MJ >CR NQR> CMJ <LJHM W JTPLLW W JBQCW PNJ W JCBW M DRKJHM H R<JM W >NJ >CM< MN H CMJM W >SLX L XV>TM W >RP> >T >RYM,W JCBW M DRKJHM H R<JM,,M DRKJHM H R<JM,prep,det,0,M,,,
410453,HLK[,MT,2_Chronicles,7,17,TLK,W >TH >M TLK L PNJ K >CR HLK DWJD >BJK W L <FWT K KL >CR YWJTJK W XQJ W MCPVJ TCMWR,>M TLK L PNJ,,L PNJ,prep,det,0,L,,,
410458,HLK[,MT,2_Chronicles,7,17,HLK,W >TH >M TLK L PNJ K >CR HLK DWJD >BJK W L <FWT K KL >CR YWJTJK W XQJ W MCPVJ TCMWR,K >CR HLK DWJD >BJK,DWJD >BJK,no complement,,,,,,,
410495,CWB[,MT,2_Chronicles,7,19,TCWBWN,W >M TCWBWN >TM W <ZBTM XQWTJ W MYWTJ >CR NTTJ L PNJKM W HLKTM W <BDTM >LHJM >XRJM W HCTXWJTM LHM,W >M TCWBWN >TM,>TM,no complement,,,,,,,
410507,HLK[,MT,2_Chronicles,7,19,HLKTM,W >M TCWBWN >TM W <ZBTM XQWTJ W MYWTJ >CR NTTJ L PNJKM W HLKTM W <BDTM >LHJM >XRJM W HCTXWJTM LHM,W HLKTM,,no complement,,,,,,,
410049,BW>[,MT,2_Chronicles,7,2,BW>,W L> JKLW H KHNJM L BW> >L BJT JHWH KJ ML> KBWD JHWH >T BJT JHWH,L BW> >L BJT JHWH,,>L BJT JHWH,prep,det,0,>L,,,
410558,<BR[,MT,2_Chronicles,7,21,<BR,W H BJT H ZH >CR HJH <LJWN L KL <BR <LJW JCM W >MR B MH <FH JHWH KKH L >RY H Z>T W L BJT H ZH,<BR <LJW,,<LJW,prep,det,0,<LJW,,,
410589,JY>[,MT,2_Chronicles,7,22,HWYJ>M,W >MRW <L >CR <ZBW >T JHWH >LHJ >BTJHM >CR HWYJ>M M >RY MYRJM W JXZJQW B >LHJM >XRJM W JCTXWW LHM W J<BDWM <L KN HBJ> <LJHM >T KL H R<H H Z>T,>CR HWYJ>M M >RY MYRJM,,M >RY MYRJM,prep,det,0,M,,,
410605,BW>[,MT,2_Chronicles,7,22,HBJ>,W >MRW <L >CR <ZBW >T JHWH >LHJ >BTJHM >CR HWYJ>M M >RY MYRJM W JXZJQW B >LHJM >XRJM W JCTXWW LHM W J<BDWM <L KN HBJ> <LJHM >T KL H R<H H Z>T,<L KN HBJ> <LJHM >T KL H R<H H Z>T,,<LJHM,prep,det,0,<LJHM,,,
410066,JRD[,MT,2_Chronicles,7,3,RDT,W KL BNJ JFR>L R>JM B RDT H >C W KBWD JHWH <L H BJT W JKR<W >PJM >RYH <L H RYPH W JCTXWW W HWDWT L JHWH KJ VWB KJ L <WLM XSDW,B RDT H >C W KBWD JHWH <L H BJT,H >C W KBWD JHWH,<L H BJT,prep,det,0,<L,,,
410243,BW>[,MT,2_Chronicles,7,8,BW>,W J<F CLMH >T H XG B <T H HJ> CB<T JMJM W KL JFR>L <MW QHL GDWL M>D M L BW> XMT <D NXL MYRJM,M L BW> XMT,,XMT,vc,det,0,,,,
410824,<LH[,MT,2_Chronicles,8,11,H<LH,W >T BT PR<H H<LH CLMH M <JR DWJD L BJT >CR BNH LH KJ >MR L> TCB >CH LJ B BJT DWJD MLK JFR>L KJ QDC HMH >CR B>H >LJHM >RWN JHWH,W >T BT PR<H H<LH CLMH M <JR DWJD L BJT,CLMH,M <JR DWJD,prep,det,0,M,,,
410824,<LH[,MT,2_Chronicles,8,11,H<LH,W >T BT PR<H H<LH CLMH M <JR DWJD L BJT >CR BNH LH KJ >MR L> TCB >CH LJ B BJT DWJD MLK JFR>L KJ QDC HMH >CR B>H >LJHM >RWN JHWH,W >T BT PR<H H<LH CLMH M <JR DWJD L BJT,CLMH,L BJT,prep,det,0,L,,,
410850,BW>[,MT,2_Chronicles,8,11,B>H,W >T BT PR<H H<LH CLMH M <JR DWJD L BJT >CR BNH LH KJ >MR L> TCB >CH LJ B BJT DWJD MLK JFR>L KJ QDC HMH >CR B>H >LJHM >RWN JHWH,>CR B>H >LJHM >RWN JHWH,>RWN JHWH,>LJHM,prep,det,0,>LJHM,,,
410855,<LH[,MT,2_Chronicles,8,12,H<LH,>Z H<LH CLMH <LWT L JHWH <L MZBX JHWH >CR BNH L PNJ H >WLM,>Z H<LH CLMH <LWT L JHWH <L MZBX JHWH,CLMH,<L MZBX JHWH,prep,det,0,<L,,,
410876,<LH[,MT,2_Chronicles,8,13,H<LWT,W B DBR JWM B JWM L H<LWT K MYWT MCH L CBTWT W L XDCJM W L MW<DWT CLWC P<MJM B CNH B XG H MYWT W B XG H CB<WT W B XG H SKWT,L H<LWT K MYWT MCH,,no complement,,,,,,,
410958,SWR[,MT,2_Chronicles,8,15,SRW,W L> SRW MYWT H MLK <L H KHNJM W H LWJM L KL DBR W L >YRWT,W L> SRW MYWT H MLK <L H KHNJM W H LWJM L KL DBR W L >YRWT,,MYWT H MLK <L H KHNJM W H LWJM L KL DBR W L >YRWT,prep,det,0,<L,L,L,
410993,HLK[,MT,2_Chronicles,8,17,HLK,>Z HLK CLMH L <YJWN_GBR W >L >JLWT <L FPT H JM B >RY >DWM,>Z HLK CLMH L <YJWN_GBR W >L >JLWT <L FPT H JM B >RY >DWM,CLMH,L <YJWN_GBR W >L >JLWT <L FPT H JM B >RY >DWM,prep,det,0,L,>L,<L,B
411020,BW>[,MT,2_Chronicles,8,18,JB>W,W JCLX LW XWRM B JD <BDJW >WNJWT W <BDJM JWD<J JM W JB>W <M <BDJ CLMH >WPJRH W JQXW M CM >RB< M>WT W XMCJM KKR ZHB W JBJ>W >L H MLK CLMH,W JB>W <M <BDJ CLMH >WPJRH,,>WPJRH,dir_he,det,1,,,,
411036,BW>[,MT,2_Chronicles,8,18,JBJ>W,W JCLX LW XWRM B JD <BDJW >WNJWT W <BDJM JWD<J JM W JB>W <M <BDJ CLMH >WPJRH W JQXW M CM >RB< M>WT W XMCJM KKR ZHB W JBJ>W >L H MLK CLMH,W JBJ>W >L H MLK CLMH,,>L H MLK CLMH,prep,det,0,>L,,,
410646,HLK[,MT,2_Chronicles,8,3,JLK,W JLK CLMH XMT_YWBH W JXZQ <LJH,W JLK CLMH XMT_YWBH,CLMH,XMT_YWBH,vc,det,0,,,,
410769,<LH[,MT,2_Chronicles,8,8,J<LM,MN BNJHM >CR NWTRW >XRJHM B >RY >CR L> KLWM BNJ JFR>L W J<LM CLMH L MS <D H JWM H ZH,W J<LM CLMH L MS <D H JWM H ZH,CLMH,L MS,prep,det,0,L,,,
411049,BW>[,MT,2_Chronicles,9,1,TBW>,W MLKT CB> CM<H >T CM< CLMH W TBW> L NSWT >T CLMH B XJDWT B JRWCLM B XJL KBD M>D W GMLJM NF>JM BFMJM W ZHB L RB W >BN JQRH W TBW> >L CLMH W TDBR <MW >T KL >CR HJH <M LBBH,W TBW> B JRWCLM B XJL KBD M>D W GMLJM,,B JRWCLM,prep,det,0,B,,,
411074,BW>[,MT,2_Chronicles,9,1,TBW>,W MLKT CB> CM<H >T CM< CLMH W TBW> L NSWT >T CLMH B XJDWT B JRWCLM B XJL KBD M>D W GMLJM NF>JM BFMJM W ZHB L RB W >BN JQRH W TBW> >L CLMH W TDBR <MW >T KL >CR HJH <M LBBH,W TBW> >L CLMH,,>L CLMH,prep,det,0,>L,,,
411276,BW>[,MT,2_Chronicles,9,10,HBJ>W,W GM <BDJ XJRM W <BDJ CLMH >CR HBJ>W ZHB M >WPJR HBJ>W <YJ >LGWMJM W >BN JQRH,>CR HBJ>W ZHB M >WPJR,,M >WPJR,prep,det,0,M,,,
411280,BW>[,MT,2_Chronicles,9,10,HBJ>W,W GM <BDJ XJRM W <BDJ CLMH >CR HBJ>W ZHB M >WPJR HBJ>W <YJ >LGWMJM W >BN JQRH,W GM <BDJ XJRM W <BDJ CLMH HBJ>W <YJ >LGWMJM W >BN JQRH,GM <BDJ XJRM W <BDJ CLMH,no complement,,,,,,,
411336,BW>[,MT,2_Chronicles,9,12,HBJ>H,W H MLK CLMH NTN L MLKT CB> >T KL XPYH >CR C>LH M L BD >CR HBJ>H >L H MLK W THPK W TLK L >RYH HJ> W <BDJH,M L BD >CR HBJ>H >L H MLK,,>L H MLK,prep,det,0,>L,,,
411343,HLK[,MT,2_Chronicles,9,12,TLK,W H MLK CLMH NTN L MLKT CB> >T KL XPYH >CR C>LH M L BD >CR HBJ>H >L H MLK W THPK W TLK L >RYH HJ> W <BDJH,W TLK L >RYH HJ> W <BDJH,HJ> W <BDJH,L >RYH,prep,det,0,L,,,
411355,BW>[,MT,2_Chronicles,9,13,B>,W JHJ MCQL H ZHB >CR B> L CLMH B CNH >XT CC M>WT W CCJM W CC KKRJ ZHB,>CR B> L CLMH B CNH >XT,,L CLMH,prep,det,0,L,,,
411378,BW>[,MT,2_Chronicles,9,14,MBJ>JM,L BD M >NCJ H TRJM W H SXRJM MBJ>JM W KL MLKJ <RB W PXWT H >RY MBJ>JM ZHB W KSP L CLMH,L BD M >NCJ H TRJM W H SXRJM MBJ>JM,,no complement,,,,,,,
411387,BW>[,MT,2_Chronicles,9,14,MBJ>JM,L BD M >NCJ H TRJM W H SXRJM MBJ>JM W KL MLKJ <RB W PXWT H >RY MBJ>JM ZHB W KSP L CLMH,W KL MLKJ <RB W PXWT H >RY MBJ>JM ZHB W KSP L CLMH,KL MLKJ <RB W PXWT H >RY,L CLMH,prep,det,0,L,,,
411406,<LH[,MT,2_Chronicles,9,15,J<LH,W J<F H MLK CLMH M>TJM YNH ZHB CXWV CC M>WT ZHB CXWV J<LH <L H YNH H >XT,CC M>WT ZHB CXWV J<LH <L H YNH H >XT,,<L H YNH H >XT,prep,det,0,<L,,,
411421,<LH[,MT,2_Chronicles,9,16,J<LH,W CLC M>WT MGNJM ZHB CXWV CLC M>WT ZHB J<LH <L H MGN H >XT W JTNM H MLK B BJT J<R H LBNWN,CLC M>WT ZHB J<LH <L H MGN H >XT,,<L H MGN H >XT,prep,det,0,<L,,,
411531,HLK[,MT,2_Chronicles,9,21,HLKWT,KJ >NJWT L MLK HLKWT TRCJC <M <BDJ XWRM >XT L CLWC CNJM TBW>NH >NJWT TRCJC NF>WT ZHB W KSP CNHBJM W QWPJM W TWKJJM,KJ >NJWT L MLK HLKWT TRCJC <M <BDJ XWRM,>NJWT L MLK,TRCJC,vc,det,0,,,,
411540,BW>[,MT,2_Chronicles,9,21,TBW>NH,KJ >NJWT L MLK HLKWT TRCJC <M <BDJ XWRM >XT L CLWC CNJM TBW>NH >NJWT TRCJC NF>WT ZHB W KSP CNHBJM W QWPJM W TWKJJM,>XT L CLWC CNJM TBW>NH >NJWT TRCJC,>NJWT TRCJC,no complement,,,,,,,
411587,BW>[,MT,2_Chronicles,9,24,MBJ>JM,W HM MBJ>JM >JC MNXTW KLJ KSP W KLJ ZHB W FLMWT NCQ W BFMJM SWSJM W PRDJM DBR CNH B CNH,W HM MBJ>JM KLJ KSP W KLJ ZHB W FLMWT NCQ W BFMJM SWSJM W PRDJM DBR CNH B CNH,HM,no complement,,,,,,,
411623,NWX[,MT,2_Chronicles,9,25,JNJXM,W JHJ L CLMH >RB<T >LPJM >RJWT SWSJM W MRKBWT W CNJM <FR >LP PRCJM W JNJXM B <RJ H RKB W <M H MLK B JRWCLM,W JNJXM B <RJ H RKB,,B <RJ H RKB,prep,det,0,B,,,
411679,JY>[,MT,2_Chronicles,9,28,MWYJ>JM,W MWYJ>JM SWSJM M MYRJM L CLMH W M KL H >RYWT,W MWYJ>JM SWSJM M MYRJM L CLMH,,M MYRJM,prep,det,0,M,,,
411679,JY>[,MT,2_Chronicles,9,28,MWYJ>JM,W MWYJ>JM SWSJM M MYRJM L CLMH W M KL H >RYWT,W MWYJ>JM SWSJM M MYRJM L CLMH,,L CLMH,prep,det,0,L,,,
411133,<LH[,MT,2_Chronicles,9,4,J<LH,W M>KL CLXNW W MWCB <BDJW W M<MD MCRTJW W MLBWCJHM W MCQJW W MLBWCJHM W <LJTW >CR J<LH BJT JHWH W L> HJH <WD BH RWX,>CR J<LH BJT JHWH,,BJT JHWH,vc,det,0,,,,
411166,BW>[,MT,2_Chronicles,9,6,B>TJ,W L> H>MNTJ L DBRJHM <D >CR B>TJ W TR>JNH <JNJ W HNH L> HGD LJ XYJ MRBJT XKMTK JSPT <L H CMW<H >CR CM<TJ,<D >CR B>TJ,,no complement,,,,,,,
194999,JRD[,MT,2_Kings,1,10,TRD,W J<NH >LJHW W JDBR >L FR H XMCJM W >M >JC >LHJM >NJ TRD >C MN H CMJM W T>KL >TK W >T XMCJK W TRD >C MN H CMJM W T>KL >TW W >T XMCJW,TRD >C MN H CMJM,>C,MN H CMJM,prep,det,0,MN,,,
195011,JRD[,MT,2_Kings,1,10,TRD,W J<NH >LJHW W JDBR >L FR H XMCJM W >M >JC >LHJM >NJ TRD >C MN H CMJM W T>KL >TK W >T XMCJK W TRD >C MN H CMJM W T>KL >TW W >T XMCJW,W TRD >C MN H CMJM,>C,MN H CMJM,prep,det,0,MN,,,
195023,CWB[,MT,2_Kings,1,11,JCB,W JCB W JCLX >LJW FR XMCJM >XR W XMCJW W J<N W JDBR >LJW >JC H >LHJM KH >MR H MLK MHRH RDH,W JCB,,no complement,,,,,,,
195045,JRD[,MT,2_Kings,1,11,RDH,W JCB W JCLX >LJW FR XMCJM >XR W XMCJW W J<N W JDBR >LJW >JC H >LHJM KH >MR H MLK MHRH RDH,MHRH RDH,,no complement,,,,,,,
195057,JRD[,MT,2_Kings,1,12,TRD,W J<N >LJH W JDBR >LJHM >M >JC H >LHJM >NJ TRD >C MN H CMJM W T>KL >TK W >T XMCJK W TRD >C >LHJM MN H CMJM W T>KL >TW W >T XMCJW,TRD >C MN H CMJM,>C,MN H CMJM,prep,det,0,MN,,,
195069,JRD[,MT,2_Kings,1,12,TRD,W J<N >LJH W JDBR >LJHM >M >JC H >LHJM >NJ TRD >C MN H CMJM W T>KL >TK W >T XMCJK W TRD >C >LHJM MN H CMJM W T>KL >TW W >T XMCJW,W TRD >C >LHJM MN H CMJM,>C >LHJM,MN H CMJM,prep,det,0,MN,,,
195082,CWB[,MT,2_Kings,1,13,JCB,W JCB W JCLX FR XMCJM CLCJM W XMCJW W J<L W JB> FR H XMCJM H CLJCJ W JKR< <L BRKJW L NGD >LJHW W JTXNN >LJW W JDBR >LJW >JC H >LHJM TJQR N> NPCJ W NPC <BDJK >LH XMCJM B <JNJK,W JCB,,no complement,,,,,,,
195091,<LH[,MT,2_Kings,1,13,J<L,W JCB W JCLX FR XMCJM CLCJM W XMCJW W J<L W JB> FR H XMCJM H CLJCJ W JKR< <L BRKJW L NGD >LJHW W JTXNN >LJW W JDBR >LJW >JC H >LHJM TJQR N> NPCJ W NPC <BDJK >LH XMCJM B <JNJK,W J<L,,no complement,,,,,,,
